"AgencyCd","SiteNo","AgencyNm","SiteName","DecLatVa","DecLongVa","HorzDatum","HorzMethod","HorzAcy","AltVa","AltUnits","AltUnitsNm","AltDatumCd","AltMethod","AltAcy","WellDepth","WellDepthUnits","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","CountryCd","CountryNm","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferCd","LocalAquiferName","SiteType","AquiferType","QwSnFlag","QwSnDesc","QwBaselineFlag","QwBaselineDesc","WlSysName","WlSnFlag","WlSnDesc","WlBaselineFlag","WlBaselineDesc","WlWellChars","WlWellCharsDesc","WlWellType","WlWellTypeDesc","WlWellPurpose","WlWellPurposeDesc","WlWellPurposeNotes","LithDataProvider","ConstDataProvider","Link"
"USGS","393217104493701","U.S. Geological Survey","SC00606607CCBC GRNDEV1","39.5380443230333","-104.827476814155","NAD83","Differential Global Positioning System (DGPS)","Accurate to +/- 1 minute","5830","1","Feet","NGVD29","Interpolated from topographic map","+/- 5.0 ft","600","1","Feet","S300DNVRBS","Denver Basin aquifer system","US","United States of America","08","Colorado","035","Douglas County","125DNVR","Denver Formation","WELL","CONFINED","0","No","","","","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=393217104493701&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","393220104490001","U.S. Geological Survey","SC00606607DCAA GRNDEV7","39.5388776819116","-104.81719864791","NAD83","Differential Global Positioning System (DGPS)","Accurate to +/- 1 minute","5855","1","Feet","NGVD29","Interpolated from topographic map","+/- 5.0 ft","402","1","Feet","S300DNVRBS","Denver Basin aquifer system","US","United States of America","08","Colorado","035","Douglas County","125DNVR","Denver Formation","WELL","CONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=393220104490001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","393225104484901","U.S. Geological Survey","SC00606607DDAB GRNDAW1","39.5402665706923","-104.814142964957","NAD83","Differential Global Positioning System (DGPS)","Accurate to +/- 1 minute","5895","1","Feet","NGVD29","Interpolated from topographic map","+/- 5.0 ft","357","1","Feet","S300DNVRBS","Denver Basin aquifer system","US","United States of America","08","Colorado","035","Douglas County","124DWSN","Dawson Arkose","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=393225104484901&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","393233104490501","U.S. Geological Survey","SC00606607DBAC GRNDEV2","39.5424887644226","-104.818587550944","NAD83","Differential Global Positioning System (DGPS)","Accurate to +/- 1 minute","5860","1","Feet","NGVD29","Interpolated from topographic map","+/- 5.0 ft","496","1","Feet","S300DNVRBS","Denver Basin aquifer system","US","United States of America","08","Colorado","035","Douglas County","125DNVR","Denver Formation","WELL","CONFINED","0","No","","","","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=393233104490501&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","393233104490001","U.S. Geological Survey","SC00606607DCDD GRNDEV6","39.5424887686379","-104.817198610613","NAD83","Differential Global Positioning System (DGPS)","Accurate to +/- 1 minute","5860","1","Feet","NGVD29","Interpolated from topographic map","+/- 5.0 ft","680","1","Feet","S300DNVRBS","Denver Basin aquifer system","US","United States of America","08","Colorado","035","Douglas County","125DNVR","Denver Formation","WELL","CONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=393233104490001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","393236104492201","U.S. Geological Survey","SC00606607CAAB GRNDEV8","39.5433220777943","-104.823309939554","NAD83","Differential Global Positioning System (DGPS)","Accurate to +/- 1 minute","5840","1","Feet","NGVD29","Interpolated from topographic map","+/- 5.0 ft","440","1","Feet","S300DNVRBS","Denver Basin aquifer system","US","United States of America","08","Colorado","035","Douglas County","125DNVR","Denver Formation","WELL","CONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=393236104492201&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","393245104493401","U.S. Geological Survey","SC00606607BCAB GRNDAW6","39.5458220507837","-104.826643370999","NAD83","Differential Global Positioning System (DGPS)","Accurate to +/- 1 minute","5876","1","Feet","NGVD29","Interpolated from topographic map","+/- 5.0 ft","264","1","Feet","S300DNVRBS","Denver Basin aquifer system","US","United States of America","08","Colorado","035","Douglas County","124DWSN","Dawson Arkose","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=393245104493401&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","393252104492101","U.S. Geological Survey","SC00606607BDAB GRNDEV3","39.5477305555556","-104.823097222222","NAD83","Differential Global Positioning System (DGPS)","Accurate to +/- .01 second (differentially corrected GPS)","5864.18","1","Feet","NAVD88","Differential Global Positioning System (DGPS) - NOT FOR NEW DATA ENTRY IF GNSS methods used. Historically used and includes DGPS and SGPS methods. After October, 2014 only use if commercial DGPS of sub meter accuracy was used.","+/- 0.1 ft","463","1","Feet","S300DNVRBS","Denver Basin aquifer system","US","United States of America","08","Colorado","035","Douglas County","125DNVR","Denver Formation","WELL","CONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=393252104492101&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","393253104484401","U.S. Geological Survey","SC00606509BB GDAW1C","39.5482777777778","-104.812388888889","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Unknown","5826.34","1","Feet","NAVD88","Differential Global Positioning System (DGPS) - NOT FOR NEW DATA ENTRY IF GNSS methods used. Historically used and includes DGPS and SGPS methods. After October, 2014 only use if commercial DGPS of sub meter accuracy was used.","+/- .01 ft","248","1","Feet","S300DNVRBS","Denver Basin aquifer system","US","United States of America","08","Colorado","035","Douglas County","124DWSN","Dawson Arkose","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=393253104484401&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","393258104492401","U.S. Geological Survey","SC00606607BABD GRNDEV4","39.5494331459337","-104.823865453303","NAD83","Differential Global Positioning System (DGPS)","Accurate to +/- 1 minute","5835","1","Feet","NGVD29","Interpolated from topographic map","+/- 5.0 ft","520","1","Feet","S300DNVRBS","Denver Basin aquifer system","US","United States of America","08","Colorado","035","Douglas County","125DNVR","Denver Formation","WELL","CONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=393258104492401&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","393259104491001","U.S. Geological Survey","SC00606607ABCA GRNDAW4","39.5498944444444","-104.819833333333","NAD83","Differential Global Positioning System (DGPS)","Accurate to +/- .01 second (differentially corrected GPS)","5816.5","1","Feet","NAVD88","Differential Global Positioning System (DGPS) - NOT FOR NEW DATA ENTRY IF GNSS methods used. Historically used and includes DGPS and SGPS methods. After October, 2014 only use if commercial DGPS of sub meter accuracy was used.","+/- 0.2 ft","280","1","Feet","S300DNVRBS","Denver Basin aquifer system","US","United States of America","08","Colorado","035","Douglas County","124DWSN","Dawson Arkose","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","2","Trend","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=393259104491001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","393902103554001","U.S. Geological Survey","SC00505806BBD1 DTX10A MUDDY CREEK","39.6505555555556","-103.927777777778","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","5120","1","Feet","NAVD88","Global Positioning System (GPS) - NOT FOR NEW DATA ENTRY Historically used and includes DGPS and SGPS. NOTE mapping grade GPS should only be used for lat lon and then use other method for altitude, such as interpolate from topo map or DEM (method M and N)","+/- 1 ft","59.94","1","Feet","S300DNVRBS","Denver Basin aquifer system","US","United States of America","08","Colorado","005","Arapahoe County","211FXHL","Fox Hills Formation","WELL","UNCONFINED","1","Yes","1","Yes","CRN","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=393902103554001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"CODWR","1133","Colorado Division of Water Resources","SHP-08","37.585433","-102.27581","NAD83","GPS","10 m","3951","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","210","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","009","Baca County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Pump, but no power. Pump is not connected. No Lock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1133"
"CODWR","1131","Colorado Division of Water Resources","SHP-06","37.615304","-102.283195","NAD83","GPS","10 m","3964.77","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","510","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","009","Baca County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Currently in use","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1131"
"CODWR","1129","Colorado Division of Water Resources","SHP-05","37.636835","-102.264898","NAD83","GPS","10 m","3949.07","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","272","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","009","Baca County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","No pump, not in use, no lock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1129"
"CODWR","1128","Colorado Division of Water Resources","SHP-04","37.638362","-102.255953","NAD83","GPS","10 m","3919.65","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","610","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","009","Baca County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","0","No","3","Known Changes","1","Surveillance","2","Other","Currently in use","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1128"
"CODWR","1127","Colorado Division of Water Resources","SHP-03","37.665544","-102.182849","NAD83","GPS","10 m","3827.08","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","208","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","099","Prowers County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Currently in use","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1127"
"CODWR","966","Colorado Division of Water Resources","NHP-KP-009","38.16863","-102.115771","NAD83","GPS","10 m","3630.44","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","134","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","099","Prowers County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/966"
"CODWR","962","Colorado Division of Water Resources","NHP-KP-015","38.246074","-102.254095","NAD83","GPS","10 m","3851.97","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","150","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","099","Prowers County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/962"
"CODWR","956","Colorado Division of Water Resources","NHP-KP-007","38.253813","-102.066942","NAD83","GPS","10 m","3755.99","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","155","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","099","Prowers County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/956"
"CODWR","1121","Colorado Division of Water Resources","NHP-KP-021","38.305151","-102.195289","NAD83","GPS","10 m","3952","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","310","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","061","Kiowa County","TO","Ogallala","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1121"
"CODWR","978","Colorado Division of Water Resources","NHP-KP-018","38.325756","-102.315698","NAD83","GPS","10 m","4017.4","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","192","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","061","Kiowa County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/978"
"CODWR","1010","Colorado Division of Water Resources","NHP-EC-041","38.686956","-102.160738","NAD83","User supplied","15 m","4068.35","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","266","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","017","Cheyenne County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1010"
"CODWR","1009","Colorado Division of Water Resources","NHP-EC-040","38.782506","-102.456301","NAD83","User supplied","15 m","4392.94","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","365","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","017","Cheyenne County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1009"
"CODWR","997","Colorado Division of Water Resources","NHP-EC-025","38.790842","-102.052679","NAD83","User Supplied","15 m","3889","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","397","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","017","Cheyenne County","","Ogallala","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","Permitted for Irrigation","","","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/997"
"CODWR","1181","Colorado Division of Water Resources","SHP-62","37.184192","-102.113102","NAD83","GPS","10 m","3756.21","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","407","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","009","Baca County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Cannot determine if still in use","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1181"
"CODWR","1173","Colorado Division of Water Resources","SHP-53","37.210442","-102.122234","NAD83","GPS","10 m","3760.73","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","408","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","009","Baca County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Currently not in use, no lock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1173"
"CODWR","1172","Colorado Division of Water Resources","SHP-52","37.269251","-102.199948","NAD83","GPS","10 m","3831.52","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","478","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","009","Baca County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Currently in use","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1172"
"CODWR","1163","Colorado Division of Water Resources","SHP-43","37.352556","-102.343281","NAD83","User supplied","15 m","4032.59","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","219","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","009","Baca County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Currently in use","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1163"
"CODWR","1158","Colorado Division of Water Resources","SHP-37","37.355124","-102.059076","NAD83","GPS","10 m","3690.48","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","140","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","009","Baca County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","No pump, not in use","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1158"
"CODWR","1204","Colorado Division of Water Resources","SHP-41","37.358138","-102.295016","NAD83","GPS","10 m","3968.64","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","230","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","009","Baca County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Currently in use","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1204"
"CODWR","1148","Colorado Division of Water Resources","SHP-26","37.419161","-102.073804","NAD83","GPS","10 m","3685.48","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","150","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","009","Baca County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Currently in use","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1148"
"CODWR","3","Colorado Division of Water Resources","WS-46","38.2007876","-108.196275","NAD83","GPS","10 m","7835","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","80","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","085","Montrose County","KD","Dakota Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Pump onsite","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/3"
"CODWR","48","Colorado Division of Water Resources","WS-38","39.444233","-108.390037","NAD83","GPS","10 m","5875.5","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","140","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","045","Garfield County","TW","Wasatch Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Pump Onsite; No water right","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/48"
"CODWR","2","Colorado Division of Water Resources","WS-43","37.159407","-107.678401","NAD83","GPS","10 m","6638.9","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","502","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","067","La Plata County","SJ","San Jose Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Metal pipe, no pump, no cables, no info on lock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/2"
"CODWR","40","Colorado Division of Water Resources","WS-21A","39.76113","-108.320321","NAD83","GPS","10 m","6804.7","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1040","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","LPBA","Lower Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","Locked metal pipe, no wires, no pump","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/40"
"CODWR","39","Colorado Division of Water Resources","WS-21B","39.761405","-108.320136","NAD83","GPS","10 m","6814.9","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","655","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","Locked metal pipe, no wires, no pump","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/39"
"CODWR","55","Colorado Division of Water Resources","WS-31","38.941281","-108.030961","NAD83","GPS","10 m","6992.1","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","585","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","029","Delta County","KMV","Mesa Verde Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","PVC, no pump, no cables, no lock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/55"
"CODWR","56","Colorado Division of Water Resources","WS-32","38.933528","-107.987313","NAD83","GPS","10 m","6699.3","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","459","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","029","Delta County","KMV","Mesa Verde Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","PVC, no pump, no cables, no lock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/56"
"CODWR","37","Colorado Division of Water Resources","WS-18","39.766343","-108.195717","NAD83","GPS","10 m","6853.6","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1086","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Currently a stock well","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/37"
"CODWR","36","Colorado Division of Water Resources","WS-17","39.795591","-108.186345","NAD83","GPS","10 m","6609.4","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1158","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","LPBA","Lower Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Locked metal pipe, no wires, no pump","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/36"
"CODWR","47","Colorado Division of Water Resources","WS-37","39.452545","-107.977443","NAD83","GPS","10 m","6136.1","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","134","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","045","Garfield County","TW","Wasatch Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","PVC pipe, submersible pump, domestic use","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/47"
"CODWR","52","Colorado Division of Water Resources","WS-28","38.928643","-107.781575","NAD83","GPS","10 m","7485.3","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","560","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","029","Delta County","KMV","Mesa Verde Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","PVC, no pump, no cables, no lock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/52"
